text,category
I made a cash withdrawal at an ATM but it still says pending in my account.,Synthetic_Policies
I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,Synthetic_Policies
Why hasn't my withdrawal shown on my statement?,Synthetic_Policies
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,Synthetic_Policies
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,Synthetic_Policies
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,Synthetic_Policies
How long does it take for a cash withdrawal to show?,Synthetic_Policies
"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",Synthetic_Policies
Why is my cash withdrawal pending?,Synthetic_Policies
I withdrew cash but it still shows as pending?,Synthetic_Policies
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",Synthetic_Policies
I got some cash in the ATM but its still pending,Synthetic_Policies
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",Synthetic_Policies
Do you know when the withdrawal will show?,Synthetic_Policies
How long will my cash withdrawal take,Synthetic_Policies
Why do I still have a pending cash withdrawal?,Synthetic_Policies
I have a withdrawal waiting to go through.,Synthetic_Policies
How long does it take for a pending cash withdrawal?,Synthetic_Policies
I took out some cash from the ATM but it is still showing the transaction is pending.,Synthetic_Policies
How are cash withdrawals pending?,Synthetic_Policies
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",Synthetic_Policies
My cash withdrawal isnt showing on my account,Synthetic_Policies
What does pending mean on a cash withdrawal?,Synthetic_Policies
I'm expecting to see a cash withdrawal but I'm still waiting.,Synthetic_Policies
"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",Synthetic_Policies
How long does it take for cash withdrawals to hit my account?,Synthetic_Policies
Can you explain to me why a cash withdrawal shows up as pending?,Synthetic_Policies
The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,Synthetic_Policies
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",Synthetic_Policies
I made a deposit in the ATM and it has not cleared,Synthetic_Policies
withdrawal pending meaning?,Synthetic_Policies
What does it mean to have a pending cash withdrawal?,Synthetic_Policies
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,Synthetic_Policies
"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?",Synthetic_Policies
How long before I can see that my cash withdrawal has taken place?,Synthetic_Policies
"My cash withdrawal shows pending, why?",Synthetic_Policies
My account says I have money but I withdrew it in cash.,Synthetic_Policies
How do I get my cash withdrawal to show?,Synthetic_Policies
I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,Synthetic_Policies
"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",Synthetic_Policies
How long does it typically take for a pending ATM withdrawal to clear?,Synthetic_Policies
My cash withdrawal shows as pending still.,Synthetic_Policies
i withdrew cash and dont see it reflected on the balance,Synthetic_Policies
When will my cash withdrawal show/,Synthetic_Policies
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",Synthetic_Policies
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,Synthetic_Policies
What is a pending cash withdrawal?,Synthetic_Policies
When will a cash withdrawal show up?,Synthetic_Policies
"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",Synthetic_Policies
My ATM withdrawal is taking forever,Synthetic_Policies
What does it mean when a cash withdrawal is pending?,Synthetic_Policies
how long will my cash withdrawal be pending for?,Synthetic_Policies
Why is my withdrawl to cash still pending?,Synthetic_Policies
Why is the pending status on my cash withdrawal taking so long?,Synthetic_Policies
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,Synthetic_Policies
The cash I got at the ATM is still in my account.,Synthetic_Policies
How long will it take for my cash withdrawal to stop pending,Synthetic_Policies
